VTID,Chrosome,Start,End,Length,Verification Status,Positive,stg4_6,stg7_8,stg9_10,stg11_12,stg13_14,stg15_16
VT58697,chrX,8202741,8204807,2066,correct,1,NA,NA,NA,brain_primordium_subset;1|ventral_nerve_cord_primordium_subset;3,ventral_nerve_cord_subset;3|brain_subset;2,ventral_nerve_cord_subset;1|brain_subset;1
VT58698,chrX,8204399,8206657,2258,correct,0,NA,NA,NA,NA,NA,NA
VT58699,chrX,8206260,8208392,2132,correct,0,NA,NA,NA,NA,NA,NA
VT58704,chrX,8215532,8217656,2124,correct,0,NA,NA,NA,NA,NA,NA
VT58705,chrX,8216996,8219252,2256,correct,0,NA,NA,NA,NA,NA,NA
VT58706,chrX,8218583,8220798,2215,correct,1,NA,NA,NA,NA,proventriculus;3,proventriculus;3
VT58708,chrX,8221613,8223728,2115,correct,0,NA,NA,NA,NA,NA,NA
VT58711,chrX,8227302,8229466,2164,correct,1,NA,NA,NA,NA,head_subset;2,head_subset;4|ventral_epidermis_subset;3
VT58712,chrX,8229048,8231149,2101,correct,1,NA,NA,NA,NA,NA,anterior_ventral_nerve_cord_subset;3
VT58714,chrX,8233487,8235588,2101,correct,0,NA,NA,NA,NA,NA,NA
VT58715,chrX,8235169,8237322,2153,correct,0,NA,NA,NA,NA,ventral_nerve_cord_subset;1,ventral_nerve_cord_subset;1
VT58716,chrX,8236724,8238939,2215,correct,0,NA,NA,NA,NA,anterior_ventral_nerve_cord_subset;1,anterior_ventral_nerve_cord_subset;1
VT58718,chrX,8240101,8242293,2192,correct,0,NA,NA,NA,NA,NA,NA
VT58719,chrX,8241797,8243963,2166,correct,0,NA,NA,NA,NA,NA,NA
VT58720,chrX,8243484,8245592,2108,correct,0,NA,NA,NA,NA,NA,NA
VT58722,chrX,8246722,8249001,2279,correct,1,NA,NA,NA,NA,anterior_ventral_nerve_cord_broad;2,anterior_ventral_nerve_cord_broad;2
VT58723,chrX,8248525,8250736,2211,correct,1,anterior_endoderm_AISN;2,anterior_endoderm_anlage;3,mesectoderm_anlage;1,ventral_midline;1,antenno-maxillary-labial_complex;3|posterior_spiracle;3,antenno-maxillary-labial_complex;5|lateral_epidermis_subset;3|ventral_epidermis_subset;3|head_epidermis_subset;3|dorsal_epidermis_subset;3|posterior_spiracle;3
VT58724,chrX,8250199,8252321,2122,correct,0,NA,NA,NA,ventral_midline;1,NA,NA
VT58727,chrX,8255188,8257299,2111,correct,0,NA,NA,NA,NA,NA,NA
VT58729,chrX,8259203,8261302,2099,correct,0,NA,NA,NA,NA,NA,NA
VT58730,chrX,8260101,8262262,2161,correct,1,NA,NA,NA,NA,NA,sensory_system_head;3
VT58732,chrX,8263592,8265894,2302,correct,0,NA,NA,NA,NA,NA,NA
VT58733,chrX,8265520,8267589,2069,correct,0,NA,NA,NA,NA,brain_broad;1,brain_broad;1
VT58734,chrX,8267172,8269372,2200,correct,0,NA,NA,NA,NA,NA,NA
VT58738,chrX,8274089,8276190,2101,correct,0,NA,NA,NA,NA,NA,NA
VT58739,chrX,8275827,8277968,2141,correct,0,NA,NA,NA,NA,NA,ventral_nerve_cord_subset;1
VT58740,chrX,8277082,8279847,2765,correct,0,NA,NA,NA,NA,NA,NA
VT58741,chrX,8279755,8280470,715,correct,0,NA,NA,NA,NA,NA,NA
VT58742,chrX,8283340,8285684,2344,correct,1,NA,NA,head_mesoderm_anlage;2,NA,NA,NA
VT5879,chr2L,11476974,11479108,2134,correct,0,NA,NA,NA,NA,NA,ventral_nerve_cord_subset;1
VT58853,chrX,8509129,8511293,2164,correct,1,NA,NA,NA,NA,head_epidermis_dorsal_subset;1,head_epidermis_dorsal_subset;2
VT58854,chrX,8510811,8512911,2100,correct,1,NA,NA,NA,NA,ventral_epidermis_subset;2|head_epidermis_dorsal_subset;3,head_epidermis_dorsal_subset;3
VT58856,chrX,8514043,8516142,2099,correct,1,NA,NA,NA,brain_primordium_subset;1|ventral_nerve_cord_primordium_subset;1,brain_subset;3,brain_subset;3
VT58858,chrX,8517240,8519439,2199,correct,1,NA,NA,ventral_nerve_cord_anlage_subset;2,brain_primordium_broad;2|ventral_nerve_cord_primordium_broad;2,brain_broad;3|ventral_nerve_cord_broad;3,brain_broad;3|ventral_nerve_cord_broad;3
VT58859,chrX,8518908,8520997,2089,correct,1,NA,NA,NA,head_subset;1,head_subset;2,head_subset;2
VT58860,chrX,8520513,8522717,2204,correct,1,NA,NA,NA,NA,ventral_nerve_cord_subset;2|brain_subset;2|midgut_subset;1,ventral_nerve_cord_subset;1|midgut_chamber;2|brain_subset;1
VT58861,chrX,8522145,8524460,2315,correct,0,NA,NA,NA,brain_primordium_subset;1,brain_subset;1,NA
VT58863,chrX,8529599,8531672,2073,not_verified,1,procephalic_ectoderm_AISN;1,NA,ventral_nerve_cord_anlage_subset;2,brain_primordium_subset;3|ventral_nerve_cord_primordium_subset;3,brain_broad;3|ventral_nerve_cord_broad;3,ventral_nerve_cord_subset;3|brain_broad;3
VT58864,chrX,8531143,8533327,2184,correct,1,NA,NA,ventral_epidermis_anlage_subset;2|mesectoderm_anlage;3,ventral_midline;3,ventral_nerve_cord_subset;1|brain_subset;1,NA
VT58865,chrX,8532763,8534972,2209,correct,1,NA,NA,NA,brain_primordium_subset;3|ventral_nerve_cord_primordium_subset;3,ventral_nerve_cord_subset;3|brain_subset;2,NA
VT58867,chrX,8536076,8538179,2103,correct,1,procephalic_ectoderm_AISN;4,procephalic_ectoderm_anlage;4,brain_anlage_subset;4|mesectoderm_anlage;3,brain_primordium_subset;3,brain_subset;3,NA
VT58868,chrX,8537728,8539825,2097,correct,1,NA,mesectoderm_anlage;3,brain_anlage_subset;3|mesectoderm_anlage;4,ventral_midline;4|brain_primordium_subset;3,head_subset;3|ventral_midline;4|brain_subset;3,head_subset;4|ventral_midline;4|brain_subset;3
VT58869,chrX,8539351,8541454,2103,correct,1,NA,NA,NA,NA,NA,antenno-maxillary-labial_complex;2
VT58870,chrX,8540998,8543151,2153,correct,1,NA,NA,NA,NA,NA,head_subset;3|lateral_epidermis_subset;1
VT58871,chrX,8542601,8544874,2273,correct,0,NA,NA,NA,NA,NA,NA
VT58873,chrX,8546539,8548888,2349,correct,1,procephalic_ectoderm_AISN;4,NA,NA,NA,NA,NA
VT58874,chrX,8548254,8550343,2089,correct,1,procephalic_ectoderm_AISN;4|gap;4|anterior;4,procephalic_ectoderm_anlage;3,NA,NA,NA,NA
VT58876,chrX,8551495,8553614,2119,correct,1,NA,NA,brain_anlage_subset;3,brain_primordium_subset;3|ventral_nerve_cord_primordium_subset;1,brain_subset;2|anterior_ventral_nerve_cord_subset;2,NA
VT58882,chrX,8562514,8564614,2100,correct,1,NA,NA,NA,NA,head_epidermis_ventral_subset;3|head_epidermis_lateral_subset;3,antenno-maxillary-labial_complex;3
VT58883,chrX,8564027,8566117,2090,correct,1,NA,NA,ventral_epidermis_anlage_subset;3|mesectoderm_anlage;3,ventral_midline;3|ventral_epidermis_primordium_subset;4|head_epidermis_lateral_primordium_subset;3,ventral_epidermis_subset;4|head_epidermis_subset;2,ventral_epidermis_subset;3
VT58884,chrX,8565524,8567703,2179,correct,1,NA,NA,mesectoderm_anlage;3,ventral_midline;4|ventral_epidermis_primordium_subset;4,ventral_epidermis_subset;4|ventral_midline;4,NA
VT58885,chrX,8567054,8569198,2144,correct,1,procephalic_ectoderm_AISN;3,brain_anlage;3|ventral_nerve_cord_anlage;3,brain_anlage_broad;3|ventral_nerve_cord_anlage_broad;2,brain_primordium_broad;2|ventral_nerve_cord_primordium_subset;2,brain_broad;2,NA
VT58899,chrX,8587610,8590206,2596,not_verified,0,NA,NA,NA,NA,NA,NA
VT58900,chrX,8589559,8591683,2124,correct,0,NA,NA,NA,NA,NA,NA
VT58911,chrX,8615110,8617235,2125,not_verified,1,NA,NA,brain_anlage_subset;2|ventral_nerve_cord_anlage_subset;2|trunk_mesoderm_anlage;2,NA,ventral_nerve_cord_subset;3|brain_subset;3,ventral_nerve_cord_subset;1|brain_subset;1
VT58912,chrX,8616792,8618904,2112,correct,1,NA,NA,NA,brain_primordium_subset;3|ventral_nerve_cord_primordium_subset;3,ventral_nerve_cord_subset;3|brain_subset;4,ventral_nerve_cord_subset;3|brain_subset;4
VT58913,chrX,8618531,8620647,2116,correct,1,NA,NA,NA,ventral_nerve_cord_primordium_subset;1|anterior_ventral_nerve_cord_primordium_subset;2,ventral_nerve_cord_subset;2|brain_subset;2|anterior_ventral_nerve_cord_subset;3,ventral_nerve_cord_subset;2|brain_subset;2
VT58916,chrX,8623608,8625739,2131,correct,0,NA,NA,NA,NA,NA,NA
VT58917,chrX,8625367,8627454,2087,correct,1,NA,NA,NA,ventral_nerve_cord_primordium_subset;1,ventral_nerve_cord_subset;2,ventral_nerve_cord_subset;2|brain_subset;1
VT58919,chrX,8629794,8632248,2454,correct,1,NA,NA,ventral_nerve_cord_anlage_subset;3,brain_primordium_subset;2|ventral_nerve_cord_primordium_subset;3,ventral_nerve_cord_subset;2|brain_subset;3,ventral_nerve_cord_subset;3|brain_subset;3
VT58922,chrX,8635292,8637456,2164,correct,1,NA,NA,NA,brain_primordium_subset;2|ventral_nerve_cord_primordium_subset;2,brain_subset;3,brain_subset;2
VT58923,chrX,8637082,8639256,2174,correct,0,NA,NA,NA,NA,NA,NA
VT58925,chrX,8640576,8642726,2150,correct,0,NA,NA,NA,NA,brain_broad;1|anterior_ventral_nerve_cord_broad;1,NA
VT58927,chrX,8647010,8649118,2108,correct,0,NA,NA,NA,NA,NA,foregut;1
VT58928,chrX,8648103,8650245,2142,correct,1,NA,NA,NA,anterior_ventral_nerve_cord_primordium_subset;2,brain_subset;2|anterior_ventral_nerve_cord_subset;3,anterior_ventral_nerve_cord_subset;2
VT58929,chrX,8649123,8651311,2188,correct,0,NA,NA,NA,NA,brain_subset;1|anterior_ventral_nerve_cord_subset;1,NA
VT58930,chrX,8652271,8654476,2205,correct,0,NA,NA,NA,NA,NA,NA
VT58931,chrX,8654154,8656228,2074,correct,0,NA,NA,NA,NA,NA,NA
VT58932,chrX,8655896,8657975,2079,correct,0,NA,NA,brain_anlage_subset;1|ventral_nerve_cord_anlage_subset;1,brain_primordium_broad;1|ventral_nerve_cord_primordium_broad;1,brain_broad;1|ventral_nerve_cord_broad;1,brain_broad;1|ventral_nerve_cord_broad;1
VT58933,chrX,8657628,8659702,2074,correct,1,NA,NA,head_subset;3,antenno-maxillary-labial_complex;3,antenno-maxillary-labial_complex;3|lateral_epidermis_subset;3|telson_subset;3,antenno-maxillary-labial_complex;3
VT58934,chrX,8659357,8661571,2214,correct,1,NA,NA,ventral_epidermis_anlage_subset;3,ventral_epidermis_primordium_subset;3|clypeo-labral_primordium;3,ventral_epidermis_subset;4|amnioserosa;4|posterior_spiracle;3|clypeolabrum;3,lateral_epidermis_subset;2|amnioserosa;3|posterior_spiracle;3|clypeolabrum;4
VT58935,chrX,8661104,8663206,2102,not_verified,1,NA,NA,NA,antenno-maxillary-labial_complex;3,antenno-maxillary-labial_complex;3,antenno-maxillary-labial_complex;1|telson_subset;2
VT58937,chrX,8664580,8666689,2109,correct,1,NA,NA,NA,NA,ventral_nerve_cord_subset;3|brain_subset;3,ventral_nerve_cord_subset;2|brain_broad;1|ventral_nerve_cord_broad;1|brain_subset;2
VT58938,chrX,8666349,8668476,2127,correct,1,NA,NA,NA,ventral_nerve_cord_primordium_subset;2,ventral_nerve_cord_subset;3|brain_subset;3,ventral_nerve_cord_subset;3|brain_subset;3
VT58939,chrX,8667997,8670179,2182,correct,1,procephalic_ectoderm_AISN;3,ventral_ectoderm_anlage;3|procephalic_ectoderm_anlage;3,ventral_ectoderm_anlage;3|brain_anlage_broad;3,brain_primordium_broad;3|ventral_nerve_cord_primordium_broad;3,brain_broad;3|ventral_nerve_cord_broad;3,brain_broad;3|ventral_nerve_cord_broad;3
VT58942,chrX,8673294,8675406,2112,correct,1,NA,NA,NA,NA,amnioserosa;3|brain_broad;2|ventral_nerve_cord_broad;3,amnioserosa;3|brain_broad;3|ventral_nerve_cord_broad;3|salivary_gland;3
VT58944,chrX,8676786,8678872,2086,correct,1,NA,NA,NA,NA,telson_subset;2|posterior_spiracle;3,head_subset;2|telson_subset;3|posterior_spiracle;3
VT58945,chrX,8678551,8680699,2148,correct,1,NA,NA,NA,telson;2,telson_subset;2|posterior_ventral_nerve_cord_subset;2,ventral_nerve_cord_subset;2|brain_subset;2
VT58946,chrX,8680265,8682453,2188,correct,1,NA,NA,NA,NA,NA,proventriculus;3
VT58947,chrX,8682021,8684120,2099,correct,0,NA,NA,NA,NA,NA,NA
VT58948,chrX,8683773,8685850,2077,correct,1,NA,NA,NA,NA,NA,head_subset;2
VT58949,chrX,8685458,8687648,2190,correct,0,NA,NA,NA,NA,NA,NA
VT58950,chrX,8687126,8689341,2215,correct,1,NA,NA,NA,NA,ventral_nerve_cord_subset;1,brain_broad;2|ventral_nerve_cord_broad;2
VT58951,chrX,8688955,8691180,2225,correct,0,NA,NA,NA,NA,head_subset;1|telson_subset;1,head_subset;1
VT58953,chrX,8692413,8694556,2143,correct,1,NA,NA,ventral_epidermis_anlage_subset;1|head_epidermis_ventral_anlage;2,head_epidermis_ventral_primordium_subset;2|ventral_epidermis_primordium_subset;1,head_epidermis_ventral_subset;2|ventral_epidermis_subset;2,ventral_epidermis_subset;2
VT58954,chrX,8694161,8696309,2148,correct,0,NA,NA,NA,ventral_epidermis_primordium_subset;1,ventral_epidermis_subset;1,NA
VT58956,chrX,8697601,8699784,2183,correct,0,NA,NA,NA,NA,NA,NA
VT58960,chrX,8704731,8706847,2116,correct,0,NA,NA,NA,NA,NA,NA
VT58963,chrX,8709016,8711331,2315,correct,0,NA,NA,NA,NA,NA,NA
VT58968,chrX,8717592,8719825,2233,correct,0,NA,NA,NA,NA,NA,NA
VT58994,chrX,8767923,8768574,651,correct,0,NA,NA,NA,NA,NA,NA
VT58996,chrX,8771510,8773626,2116,correct,1,NA,NA,NA,NA,clypeolabrum;1,antenno-maxillary-labial_complex;3|dorsal_epidermis_subset;2|telson_broad;3
VT58997,chrX,8773271,8775444,2173,correct,1,NA,NA,NA,NA,proventriculus;2,proventriculus;4
VT58999,chrX,8776650,8778724,2074,correct,1,NA,NA,NA,NA,head_subset;2|anal_pad;2|posterior_spiracle;3,antenno-maxillary-labial_complex;3|pharynx;5|proventriculus;5|posterior_spiracle;3|esophagus;5
VT59000,chrX,8778348,8780448,2100,correct,1,NA,NA,NA,NA,proventriculus;2|posterior_spiracle;2|tracheal_system_subset;2,proventriculus;2
VT59001,chrX,8780045,8782122,2077,correct,1,NA,NA,anterior_endoderm_anlage;3,hindgut_proper_primordium;2|esophagus_primordium;3,proventriculus;2|anterior_hindgut;3|salivary_gland;2|esophagus;2,posterior_hindgut;3|proventriculus;4|anterior_hindgut;3|salivary_gland;4|esophagus;4
VT59002,chrX,8781744,8783874,2130,correct,0,NA,NA,NA,NA,dorsal_epidermis_subset;1,head_epidermis_subset;1|dorsal_epidermis_subset;1
VT59003,chrX,8783397,8785545,2148,correct,1,NA,NA,NA,NA,hindgut;2,anterior_hindgut;3
VT59004,chrX,8785133,8787235,2102,correct,0,NA,NA,NA,NA,NA,NA
VT59006,chrX,8788510,8790735,2225,correct,1,NA,NA,NA,NA,NA,head_epidermis_subset;2|trunk_epidermis_subset;3
VT59007,chrX,8790227,8792344,2117,correct,1,NA,NA,NA,NA,trunk_epidermis_subset;3,head_epidermis_subset;3|trunk_epidermis_subset;2
VT5901,chr2L,11525602,11528248,2646,correct,0,NA,NA,NA,NA,NA,NA
VT59092,chrX,8954000,8956150,2150,correct,1,NA,NA,NA,NA,midgut_subset;4,midgut_chamber;5|head_epidermis_subset;4|trunk_epidermis_subset;4
VT59093,chrX,8955493,8957594,2101,correct,1,NA,NA,NA,NA,NA,pharynx;4|head_epidermis_subset;4|trunk_epidermis_subset;4|esophagus;3
VT59094,chrX,8957024,8959147,2123,correct,1,NA,NA,NA,NA,NA,posterior_spiracle;3
VT59097,chrX,8961560,8963759,2199,correct,1,NA,NA,NA,NA,NA,amnioserosa;2
VT59129,chrX,9013396,9015630,2234,correct,1,NA,NA,NA,NA,brain_broad;3|ventral_nerve_cord_broad;3|yolk;4,brain_broad;3|ventral_nerve_cord_broad;3
VT59186,chrX,9123732,9124777,1045,correct,0,NA,NA,NA,NA,NA,NA
VT59187,chrX,9125521,9126398,877,correct,1,procephalic_ectoderm_AISN;3,NA,NA,NA,NA,NA
VT59188,chrX,9126380,9126801,421,correct,0,NA,NA,NA,NA,NA,NA
VT59189,chrX,9130131,9130591,460,correct,0,NA,NA,NA,NA,NA,NA
VT59191,chrX,9136612,9137297,685,correct,0,NA,NA,NA,NA,NA,NA
VT59212,chrX,9178681,9180010,1329,correct,1,NA,NA,head_mesoderm_anlage;1,dorsal_epidermis_primordium_subset;2,telson_subset;2,NA
VT59213,chrX,9180625,9182918,2293,correct,0,NA,NA,NA,NA,NA,NA
VT59219,chrX,9191367,9193473,2106,correct,0,NA,NA,NA,NA,NA,NA
VT59220,chrX,9192666,9194750,2084,correct,1,NA,NA,NA,NA,NA,hemocyte;3
VT59221,chrX,9193909,9196083,2174,not_verified,0,NA,NA,NA,NA,NA,NA
VT59223,chrX,9199125,9201323,2198,correct,0,NA,NA,NA,NA,NA,NA
VT59224,chrX,9200637,9202812,2175,correct,0,NA,NA,NA,NA,NA,NA
VT59225,chrX,9202192,9204297,2105,correct,0,NA,NA,NA,NA,NA,NA
VT59226,chrX,9203732,9205817,2085,correct,0,NA,NA,NA,NA,NA,NA
VT59228,chrX,9208165,9210322,2157,correct,0,NA,NA,NA,NA,NA,NA
VT59229,chrX,9209894,9211980,2086,correct,0,NA,NA,NA,NA,NA,NA
VT59417,chrX,9591555,9593725,2170,correct,1,NA,NA,NA,brain_primordium_broad;2|ventral_nerve_cord_primordium_broad;2,brain_broad;3|ventral_nerve_cord_broad;2,brain_broad;3|ventral_nerve_cord_broad;2|atrium;3
VT59420,chrX,9596435,9598602,2167,correct,1,NA,NA,brain_anlage_subset;3,brain_primordium_subset;3|head_epidermis_dorsal_primordium_subset;3,ventral_nerve_cord_subset;1|brain_subset;3,brain_subset;2|anterior_ventral_nerve_cord_subset;2
VT59421,chrX,9598030,9600128,2098,correct,1,NA,NA,head_epidermis_dorsal_anlage;3,head_epidermis_dorsal_primordium_subset;3,head_epidermis_dorsal_subset;3,brain_subset;1
VT59426,chrX,9607388,9609493,2105,correct,1,NA,NA,head_epidermis_ventral_anlage;2,head_epidermis_ventral_primordium_subset;3,NA,NA
VT59427,chrX,9608928,9611168,2240,correct,1,dorsal_ectoderm_AISN_subset;3,procephalic_ectoderm_anlage;3,lateral_epidermis_anlage_subset;3|head_epidermis_lateral_anlage;4|anterior_endoderm_anlage;3|labial_complex_anlage;4,antenno-maxillary-labial_complex;4|ventral_epidermis_primordium_subset;3|head_epidermis_lateral_primordium_subset;4|clypeo-labral_primordium;3,antenno-maxillary-labial_complex;3|lateral_epidermis_subset;3|head_epidermis_lateral_subset;3|clypeolabrum;3,antenno-maxillary-labial_complex;3|head_subset;3
VT59428,chrX,9610773,9612895,2122,correct,1,dorsal_ectoderm_AISN_subset;3,procephalic_ectoderm_anlage;3|dorsal_ectoderm_anlage_broad;4,labial_complex_anlage;3|maxillary_organ_specific_anlage;3,NA,NA,NA
VT59429,chrX,9612457,9614554,2097,correct,1,NA,NA,NA,NA,ventral_nerve_cord_subset;3|brain_broad;1|salivary_gland;2,ventral_nerve_cord_subset;2
VT59431,chrX,9615835,9617937,2102,correct,0,NA,NA,NA,NA,NA,NA
VT59436,chrX,9627234,9629376,2142,correct,1,NA,NA,NA,head_subset;3|clypeo-labral_primordium;3,lateral_epidermis_subset;3|hypopharynx;2|clypeolabrum;3,head_epidermis_ventral_subset;3|ventral_epidermis_subset;2|clypeolabrum;3
VT59437,chrX,9628880,9631197,2317,correct,1,NA,NA,head_subset;2,head_subset;1,NA,NA
VT59438,chrX,9630797,9632904,2107,correct,1,anterior_endoderm_AISN;3,procephalic_ectoderm_anlage;3|anterior_endoderm_anlage;3,brain_anlage_subset;3|ventral_nerve_cord_anlage_subset;1,brain_primordium_subset;2,NA,NA
VT59439,chrX,9632584,9634745,2161,correct,1,NA,NA,NA,NA,NA,sensory_system_head;3
VT59440,chrX,9634320,9636430,2110,correct,1,mesoderm_AISN;1,NA,NA,head_subset;1,antenno-maxillary-labial_complex;1|telson_subset;1,antenno-maxillary-labial_complex;2|telson_subset;2
VT59443,chrX,9639596,9641806,2210,correct,0,NA,NA,NA,head_subset;1,head_subset;1|telson_subset;1,NA
VT59444,chrX,9641451,9643556,2105,correct,0,NA,NA,NA,NA,NA,NA
VT59445,chrX,9643197,9645342,2145,correct,1,NA,NA,ventral_epidermis_anlage_subset;2|hindgut_anlage;2|labial_complex_anlage;3,antenno-maxillary-labial_complex;2|ventral_epidermis_primordium_subset;3|anal_pad_specific_anlage;2,antenno-maxillary-labial_complex;2|ventral_epidermis_subset;3|anal_pad;2,head_epidermis_ventral_subset;2|ventral_epidermis_subset;3
VT59447,chrX,9649760,9651864,2104,correct,1,NA,trunk_mesoderm_anlage_broad;2,trunk_mesoderm_anlage;3,brain_primordium_subset;1|ventral_nerve_cord_primordium_subset;1,ventral_nerve_cord_subset;2,ventral_nerve_cord_subset;1
VT59448,chrX,9651600,9653690,2090,correct,1,NA,NA,ventral_nerve_cord_anlage_subset;1,ventral_epidermis_primordium_subset;2,ventral_epidermis_subset;3,ventral_epidermis_subset;3
VT59450,chrX,9655159,9657360,2201,correct,0,NA,NA,NA,NA,NA,NA
VT59451,chrX,9656942,9659092,2150,correct,1,ventral_ectoderm_AISN;3,NA,brain_anlage_subset;1|ventral_nerve_cord_anlage_subset;4,brain_primordium_subset;2|ventral_nerve_cord_primordium_subset;3,ventral_nerve_cord_subset;3|brain_subset;2,ventral_nerve_cord_subset;2
VT59454,chrX,9662315,9664488,2173,correct,1,NA,NA,NA,brain_primordium_subset;3,brain_subset;3,brain_subset;3
VT59457,chrX,9667712,9669908,2196,correct,1,NA,NA,NA,brain_primordium_subset;2|ventral_nerve_cord_primordium_subset;2,ventral_nerve_cord_subset;2|brain_subset;2,ventral_nerve_cord_subset;1|brain_subset;2
VT59460,chrX,9672764,9674596,1832,correct,0,NA,NA,NA,NA,NA,NA
VT5948,chr2L,11629656,11631721,2065,correct,1,NA,NA,ventral_nerve_cord_anlage_subset;2,ventral_nerve_cord_primordium_subset;1,brain_subset;3,head_subset;3|brain_subset;3
VT59688,chrX,10128303,10130512,2209,correct,0,NA,NA,NA,NA,NA,NA
VT59689,chrX,10129257,10131380,2123,correct,0,NA,NA,NA,NA,NA,NA
VT59690,chrX,10130200,10132354,2154,correct,0,NA,NA,NA,NA,NA,NA
VT59692,chrX,10134919,10135613,694,correct,0,NA,NA,NA,NA,NA,NA
VT59693,chrX,10135554,10137559,2005,correct,0,NA,NA,NA,NA,NA,NA
VT59694,chrX,10137832,10140026,2194,correct,0,NA,NA,NA,NA,NA,NA
VT59695,chrX,10139532,10141654,2122,correct,1,NA,NA,NA,NA,NA,amnioserosa;2
VT59696,chrX,10141141,10143288,2147,correct,1,trunk_mesoderm_AISN_subset;3,trunk_mesoderm_anlage_broad;3,NA,NA,brain_broad;1|ventral_nerve_cord_broad;1,NA
VT59699,chrX,10146253,10148322,2069,correct,0,NA,NA,NA,NA,NA,NA
VT59700,chrX,10148295,10148818,523,correct,0,NA,NA,NA,NA,NA,NA
VT59745,chrX,10238817,10241104,2287,correct,0,NA,NA,NA,NA,NA,NA
VT59774,chrX,10312070,10314156,2086,correct,0,NA,NA,NA,NA,NA,NA
VT59775,chrX,10313093,10315381,2288,correct,0,NA,NA,NA,NA,NA,NA
VT59776,chrX,10315419,10317623,2204,correct,0,NA,NA,NA,NA,NA,NA
VT59777,chrX,10317325,10319392,2067,correct,0,NA,NA,NA,NA,NA,NA
VT59778,chrX,10319071,10321190,2119,correct,0,NA,NA,NA,NA,NA,NA
VT59779,chrX,10320896,10322984,2088,correct,0,NA,NA,NA,NA,NA,NA
VT59780,chrX,10322675,10324767,2092,correct,0,NA,NA,NA,NA,NA,NA
VT59781,chrX,10324396,10326538,2142,correct,0,NA,NA,NA,NA,NA,NA
VT59784,chrX,10329625,10331723,2098,correct,0,NA,NA,NA,NA,NA,NA
VT59788,chrX,10336216,10338325,2109,correct,0,NA,NA,NA,NA,NA,NA
VT59791,chrX,10341566,10343713,2147,correct,0,NA,NA,NA,NA,NA,NA
VT59792,chrX,10343389,10345471,2082,correct,0,NA,NA,NA,NA,NA,ventral_nerve_cord_subset;1|brain_subset;1
VT59793,chrX,10345112,10347193,2081,correct,0,NA,NA,NA,NA,NA,NA
VT59796,chrX,10350833,10352562,1729,correct,0,NA,NA,NA,NA,NA,NA
VT59858,chrX,10479016,10481573,2557,correct,0,NA,NA,NA,NA,NA,NA
VT59874,chrX,10523314,10525511,2197,correct,0,NA,NA,NA,ventral_nerve_cord_primordium_broad;1,brain_broad;1|ventral_nerve_cord_broad;1,brain_broad;1|ventral_nerve_cord_broad;1
VT59877,chrX,10528490,10530654,2164,correct,1,NA,NA,NA,head_subset;2,head_subset;2,head_subset;2
VT59881,chrX,10535450,10537613,2163,correct,0,NA,NA,NA,NA,NA,NA
VT59883,chrX,10539566,10541653,2087,correct,0,NA,NA,NA,NA,lateral_epidermis_subset;1,lateral_epidermis_subset;1
VT59892,chrX,10558023,10560151,2128,correct,0,NA,NA,NA,NA,NA,NA
VT59930,chrX,10644018,10645125,1107,correct,0,NA,NA,NA,NA,NA,NA
VT59934,chrX,10649579,10651684,2105,correct,0,NA,NA,NA,NA,NA,NA
VT59992,chrX,10765964,10766588,624,correct,0,NA,NA,NA,NA,NA,NA
VT59993,chrX,10767479,10768556,1077,correct,0,NA,NA,NA,NA,NA,NA
VT59994,chrX,10769558,10771833,2275,correct,1,NA,NA,anterior_endoderm_anlage;3|head_mesoderm_anlage;3,NA,NA,NA
VT59995,chrX,10771800,10772205,405,correct,0,NA,NA,NA,NA,NA,NA
VT59996,chrX,10774408,10776639,2231,correct,0,NA,NA,NA,NA,NA,NA
VT60001,chrX,10782761,10784839,2078,correct,0,NA,NA,NA,NA,NA,NA
VT60003,chrX,10786685,10789041,2356,correct,1,NA,NA,NA,head_subset;3,NA,NA
VT60004,chrX,10789581,10790047,466,correct,1,NA,NA,brain_anlage_subset;3,brain_primordium_subset;3,NA,NA
VT60005,chrX,10793290,10794433,1143,correct,0,NA,NA,NA,NA,NA,NA
VT60073,chrX,10943425,10946410,2985,correct,0,NA,NA,NA,head_subset;1,head_subset;1,NA
VT60074,chrX,10946663,10947500,837,correct,1,NA,ventral_ectoderm_anlage;1,ventral_nerve_cord_anlage_subset;2,ventral_nerve_cord_primordium_subset;2,NA,NA
VT60077,chrX,10950499,10952625,2126,correct,0,NA,NA,NA,NA,NA,NA
VT60078,chrX,10951502,10953696,2194,correct,0,NA,NA,NA,NA,NA,NA
VT60080,chrX,10956050,10957093,1043,correct,0,NA,NA,NA,NA,NA,NA
VT60194,chrX,11192201,11194394,2193,correct,0,NA,NA,NA,NA,NA,NA
VT60195,chrX,11193410,11195544,2134,correct,0,NA,NA,NA,NA,NA,NA
VT60196,chrX,11194529,11196749,2220,correct,1,A-P_semi-stripes_dorsal;2,NA,NA,NA,NA,midgut_chamber;2
VT60197,chrX,11196667,11199212,2545,correct,0,NA,NA,NA,NA,NA,NA
VT60198,chrX,11198579,11200773,2194,correct,0,NA,NA,NA,NA,visceral_muscle_subset;1,NA
VT60199,chrX,11199533,11201628,2095,correct,0,NA,NA,NA,NA,NA,NA
VT60202,chrX,11213359,11215724,2365,correct,0,NA,NA,NA,NA,NA,NA
